,Name,Developer,CriticScore,UserScore,GlobalSale,ReleaseDate
1516,Disney's Tarzan Untamed,Ubisoft Montreal,N/A,N/A,0.4,2001-11-14
1518,Silent Hunter II,Ultimation Inc.,N/A,N/A,0.0,2001-11-05
1519,Super Street Fighter II: Turbo Revival,Capcom,N/A,N/A,0.2,2001-10-30
1521,Batman: Vengeance,Ubisoft,6.2,N/A,0.1,2001-10-30
1524,Batman: Vengeance,Ubisoft Montreal,7.1,N/A,0.5,2001-10-15
1526,Scooby-Doo and the Cyber Chase,Software Creations,N/A,N/A,0.4,2001-12-31
1528,Final Fight One,Capcom,8.2,N/A,0.2,2001-09-26
1529,Men in Black: The Series,David A. Palmer Productions,N/A,N/A,0.0,2001-09-01
1532,Inspector Gadget: Gadget's Crazy Maze,Vision Media Engineering,N/A,N/A,0.0,2001-08-15
1540,Rayman Advance,Digital Eclipse,8.4,N/A,0.5,2001-06-10
1543,Tom Clancy's Rainbow Six: Rogue Spear,Saffire Corporation,N/A,N/A,0.2,2001-03-28
1545,Myst III: Exile,Presto Studios,N/A,N/A,0.0,2001-05-08
1547,Batman: Gotham City Racer,Sinister Games,N/A,N/A,0.0,2001-04-19
1551,Tigger's Honey Hunt,Rivage Games,7.3,N/A,0.2,2000-11-01
1552,EverGrace,From Software,6.2,N/A,0.3,2000-10-24
1553,Grandia,Game Arts,8.4,N/A,0.2,1999-09-30
1554,Harvest Moon 2 GBC,Victor Interactive Software,N/A,N/A,0.1,2000-09-11
1555,Kengo: Master of Bushido,LightWeight,N/A,N/A,0.3,2001-01-03
1556,Armored Core 2,From Software,N/A,N/A,0.7,2000-10-24
1558,Rayman 2: Revolution,Ubisoft,8.7,N/A,0.3,2001-01-30
1559,Harvest Moon: Back to Nature,Victor Interactive Software,N/A,N/A,0.3,2000-11-22
1560,Batman Beyond: Return of the Joker,Kemco,2.0,N/A,0.0,2000-12-13
1562,Dragon Tales: Dragon Seek,Zed Two Limited,N/A,N/A,0.0,2000-11-29
1563,Ultimate Fighting Championship,Opus Studio,N/A,N/A,0.2,2000-11-13
1565,Eternal Ring,From Software,N/A,N/A,0.3,2000-10-24
1566,Disney's Donald Duck: Goin' Quackers,Disney Interactive Studios,N/A,N/A,0.1,2000-12-20
1567,Gold and Glory: The Road to El Dorado,Revolution Software,N/A,N/A,0.0,2000-12-19
1569,Batman Beyond: Return of the Joker,Kemco,N/A,N/A,0.1,2000-11-20
1572,Disney's Donald Duck: Goin' Quackers,Disney Interactive Studios,N/A,N/A,0.0,2000-12-13
1576,Walt Disney's The Jungle Book: Rhythm N'Groove,Ubisoft,N/A,N/A,0.0,2000-12-08
1577,Grandia II,Game Arts,8.6,N/A,0.2,2000-12-06
1582,Tom and Jerry in House Trap,Warthog,N/A,N/A,0.2,2000-11-24
1587,Disney's Donald Duck: Goin' Quackers,Disney Interactive Studios,N/A,N/A,0.1,2000-11-14
1591,Tigger's Honey Hunt,Doki Denki,N/A,N/A,0.2,2000-09-29
1594,Rayman 2: The Great Escape,Ubisoft Shanghai,8.7,N/A,0.3,2000-09-15
1598,The Flintstones: Bedrock Bowling,Adrenalin Interactive,N/A,N/A,0.1,2000-09-19
1599,Tom and Jerry in Fists of Furry,VIS Entertainment,N/A,N/A,0.1,2000-11-12
1600,Surf Riders,ACOT,N/A,N/A,0.1,2000-08-01
1616,Razor Freestyle Scooter,Shaba Games,N/A,N/A,0.4,2000-12-11
1617,SnoCross Championship Racing,UDS,N/A,N/A,0.9,2000-08-22
1619,The Dukes of Hazzard: Racing for Home,Sinister Games,N/A,N/A,1.1,1999-11-30
1625,Rocket: Robot on Wheels,Sucker Punch,8.3,N/A,0.1,1999-11-17
1627,Rayman 2: The Great Escape,Ubisoft,9.0,N/A,0.6,1999-10-31
1628,Rayman 2: The Great Escape,Ubisoft Montpellier,9.1,N/A,0.0,1999-10-31
1632,Monaco Grand Prix,Ubisoft,N/A,N/A,0.0,1999-09-01
1633,All Star Tennis 99,Smart Dog,5.1,N/A,0.0,1999-08-31
1636,Tonic Trouble,Ubisoft Montpellier,N/A,N/A,0.1,1999-08-31
1644,S.C.A.R.S,Vivid Image,N/A,N/A,0.0,1998-12-04
1647,Buck Bumble,Argonaut Games,6.8,N/A,0.1,1998-09-30
1648,S.C.A.R.S,Vivid Image,N/A,N/A,0.0,1998-08-31
1655,F1 Pole Position 64,Human Entertainment,N/A,N/A,0.2,1997-09-30
1658,Rayman Gold,Ubisoft,N/A,N/A,0.0,1997-01-01
1660,Street Racer,Vivid Image,N/A,N/A,0.1,1996-10-31
1665,Rayman,Ubisoft Montpellier,7.0,N/A,3.0,1995-09-01
