Name,Platform,Developer,CriticScore,GlobalSale,ReleaseDate
Imagine: Makeup Artist,DS,Global A Entertainment,N/A,0.29,2020-12-31
F1 2018,PS4,Codemasters Birmingham,N/A,0.28,2018-08-24
Legendary Fishing,NS,Ubisoft,N/A,0.00,2018-09-18
Legendary Fishing,PS4,Ubisoft,N/A,0.00,2018-09-18
Far Cry 3: Classic Edition,PS4,Ubisoft Montreal,N/A,0.01,2018-07-05
The Crew 2,XOne,Ivory Tower,N/A,0.20,2018-06-29
The Crew 2,PS4,Ivory Tower,6.5,0.54,2018-06-29
Railway Empire,PS4,Gaming Minds Studios,N/A,0.02,2018-01-30
South Park: The Fractured But Whole,NS,Ubisoft San Francisco,N/A,0.09,2018-04-24
Far Cry 5,XOne,Ubisoft Montreal,7.2,1.60,2018-03-27
Far Cry 5,PS4,Ubisoft,7.9,3.64,2018-03-27
Far Cry 5,PC,Ubisoft,6.3,0.07,2018-02-27
Assassin's Creed Rogue Remastered    Read the review,XOne,Ubisoft,6.0,0.03,2018-03-20
Assassin's Creed Rogue Remastered,PS4,Ubisoft,N/A,0.15,2018-03-20
South Park: The Stick of Truth,XOne,Obsidian Entertainment,N/A,0.02,2018-02-13
South Park: The Stick of Truth,PS4,Obsidian Entertainment,N/A,0.02,2018-02-13
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,XOne,Ubisoft,N/A,0.05,2017-11-07
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,PS4,Ubisoft,N/A,0.06,2017-11-07
Monopoly for Nintendo Switch,NS,Engine Software,5.3,0.23,2017-10-31
Assassin's Creed Origins,PC,Ubisoft Montreal,N/A,0.10,2017-10-27
Assassin's Creed Origins,PS4,Ubisoft Montreal,N/A,3.93,2017-10-27
Assassin's Creed Origins,XOne,Ubisoft Montreal,N/A,2.39,2017-10-27
Just Dance 2018,NS,Ubisoft Paris,N/A,0.63,2017-10-24
Just Dance 2018,PS3,Ubisoft Paris,N/A,0.06,2017-10-24
Just Dance 2018,XOne,Ubisoft Paris,N/A,0.20,2017-10-24
Just Dance 2018,X360,Ubisoft Paris,N/A,0.08,2017-10-24
Just Dance 2018,PS4,Ubisoft Paris,N/A,0.28,2017-10-24
Just Dance 2018,Wii,Ubisoft Paris,N/A,0.34,2017-10-24
Just Dance 2018,WiiU,Ubisoft Paris,N/A,0.16,2017-10-24
South Park: The Fractured But Whole,XOne,Ubisoft San Francisco,N/A,0.58,2017-10-17
South Park: The Fractured But Whole,PS4,Ubisoft San Francisco,N/A,1.36,2017-10-17
South Park: The Fractured But Whole,PC,Ubisoft San Francisco,N/A,0.08,2017-10-17
Sniper: Ghost Warrior 3,PS4,City Interactive,N/A,0.32,2017-04-25
F1 2017,PS4,Codemasters,N/A,0.62,2017-08-25
Rayman Legends,NS,Ubisoft Montpellier,4.5,0.56,2017-09-12
Mario + Rabbids: Kingdom Battle    Read the review,NS,Ubisoft Milan,7.7,2.19,2017-08-29
DiRT 4,PS4,Codemasters,N/A,0.48,2017-06-06
Star Trek Bridge Crew,PS4,Red Storm Entertainment,N/A,0.21,2017-05-30
Tom Clancy's Ghost Recon Wildlands,PS4,Ubisoft Paris,7.0,3.04,2017-03-07
Tom Clancy's Ghost Recon Wildlands,PC,Ubisoft Paris,7.4,0.04,2017-03-07
Tom Clancy's Ghost Recon Wildlands,XOne,Ubisoft Paris,7.7,1.54,2017-03-07
Just Dance 2017,NS,Ubisoft Paris,6.5,0.25,2017-03-03
For Honor,XOne,Ubisoft Montreal,N/A,0.82,2017-02-14
For Honor,PS4,Ubisoft Montreal,N/A,1.65,2017-02-14
For Honor,PC,Ubisoft Montreal,N/A,0.04,2017-02-14
Werewolves Within,PS4,Ubisoft,N/A,0.05,2016-12-06
Steep,XOne,Ubisoft Annecy,N/A,0.44,2016-12-02
Steep,PS4,Ubisoft Annecy,N/A,0.97,2016-12-02
Assassin's Creed The Ezio Collection,PS4,Ubisoft,N/A,0.79,2016-11-15
Assassin's Creed The Ezio Collection,XOne,Ubisoft,N/A,0.27,2016-11-15
Hasbro Family Fun Pack Conquest Edition,PS4,Ubisoft,N/A,0.07,2016-11-15
Hasbro Family Fun Pack Conquest Edition,XOne,Ubisoft,N/A,0.06,2016-11-15
Watch Dogs 2,XOne,Ubisoft,N/A,1.30,2016-11-15
Watch Dogs 2,PS4,Ubisoft,N/A,3.31,2016-11-15
Watch Dogs 2,PC,Ubisoft,N/A,0.00,2016-11-15
Eagle Flight,PS4,Ubisoft,N/A,0.20,2016-11-08
Just Dance 2017,PS3,Ubisoft Paris,N/A,0.13,2016-10-25
Just Dance 2017,X360,Ubisoft Paris,N/A,0.28,2016-10-25
Just Dance 2017,XOne,Ubisoft Paris,N/A,0.33,2016-10-25
Just Dance 2017,Wii,Ubisoft Paris,N/A,1.00,2016-10-25
Just Dance 2017,WiiU,Ubisoft Paris,N/A,0.43,2016-10-25
Just Dance 2017,PS4,Ubisoft Paris,N/A,0.24,2016-10-25
Rocksmith 2014 Edition Remastered,PS4,Ubisoft,N/A,0.13,2016-10-04
Rocksmith 2014 Edition Remastered,XOne,Ubisoft,N/A,0.12,2016-10-04
Just Sing,PS4,Ubisoft,N/A,0.04,2016-09-06
Just Sing,XOne,Ubisoft,N/A,0.05,2016-09-06
F1 2016,PS4,Codemasters,N/A,0.78,2017-01-01
Grand Ages: Medieval,PS4,Gaming Minds Studios,N/A,0.09,2015-09-29
Assassin's Creed Chronicles,PSV,Climax Studios,N/A,0.12,2016-04-05
TrackMania Turbo,XOne,Nadeo,N/A,0.10,2016-03-22
TrackMania Turbo,PS4,Nadeo,N/A,0.47,2016-03-22
TrackMania Turbo,PC,Nadeo,N/A,0.01,2016-03-22
Tom Clancy's The Division,XOne,Massive Entertainment,N/A,2.54,2016-03-08
Tom Clancy's The Division,PC,Massive Entertainment,N/A,0.47,2016-03-08
Tom Clancy's The Division,PS4,Massive Entertainment,N/A,4.37,2016-03-08
Far Cry: Primal,PC,Ubisoft Montreal,8.0,0.24,2016-03-01
Far Cry: Primal,XOne,Ubisoft Montreal,7.8,1.00,2016-02-23
Far Cry: Primal,PS4,Ubisoft Montreal,7.2,2.73,2016-02-23
Assassin's Creed Chronicles,XOne,Climax Studios,N/A,0.01,2016-02-09
Assassin's Creed Chronicles,PS4,Climax Studios,N/A,0.11,2016-02-09
Zombi,XOne,Ubisoft Montpellier,N/A,0.01,2016-01-21
Tom Clancy's Rainbow Six: Siege,XOne,Ubisoft Montreal,N/A,2.53,2015-12-01
Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft Montreal,N/A,4.14,2015-12-01
Tom Clancy's Rainbow Six: Siege,PC,Ubisoft Montreal,N/A,0.30,2015-12-01
Assassin's Creed Syndicate,PC,Ubisoft Quebec,N/A,0.26,2015-11-19
The Crew: Wild Run,XOne,Ivory Tower,N/A,0.02,2015-11-17
The Crew: Wild Run,PS4,Ivory Tower,N/A,0.14,2015-11-17
The Crew: Wild Run,PC,Ivory Tower,N/A,0.02,2015-11-17
Anno 2205,PC,Blue Byte,N/A,0.23,2015-11-03
Assassin's Creed Syndicate,PS4,Ubisoft Quebec,8.6,3.58,2015-10-23
Assassin's Creed Syndicate,XOne,Ubisoft Quebec,N/A,1.43,2015-10-23
Hasbro Family Fun Pack,XOne,Ubisoft,N/A,0.13,2015-10-20
Just Dance 2016,Wii,Ubisoft Paris,N/A,1.11,2015-10-20
Just Dance 2016,WiiU,Ubisoft Paris,N/A,0.60,2015-10-20
Just Dance 2016,PS3,Ubisoft Paris,N/A,0.22,2015-10-20
Just Dance 2016,XOne,Ubisoft Paris,N/A,0.38,2015-10-20
Just Dance 2016,X360,Ubisoft Paris,N/A,0.36,2015-10-20
Just Dance 2016,PS4,Ubisoft Paris,N/A,0.39,2015-10-20
Gravity Falls: Legend of the Gnome Gemulets,3DS,Ubisoft,N/A,0.04,2015-10-20
Just Dance: Disney Party 2,Wii,Ubisoft San Francisco,N/A,0.01,2015-10-20
Just Dance: Disney Party 2,XOne,Ubisoft San Francisco,N/A,0.08,2015-10-20
Just Dance: Disney Party 2,X360,Ubisoft San Francisco,N/A,0.07,2015-10-20
Just Dance: Disney Party 2,WiiU,Ubisoft San Francisco,N/A,0.09,2015-10-20
Might & Magic Heroes VII,PC,Limbic Software,N/A,0.09,2015-09-29
Zombi,PS4,Ubisoft Montpellier,7.5,0.07,2015-08-18
Toy Soldiers: War Chest,XOne,Signal Studios,N/A,0.08,2015-08-11
Toy Soldiers: War Chest,PS4,Signal Studios,N/A,0.09,2015-08-11
F1 2015,PC,Codemasters Birmingham,N/A,0.06,2015-07-21
F1 2015,XOne,Codemasters Birmingham,N/A,0.25,2015-07-21
F1 2015,PS4,Codemasters Birmingham,N/A,0.68,2015-07-21
Tetris Ultimate,PSV,Ubisoft Montreal,N/A,0.00,2015-06-04
Assassin's Creed Chronicles: China,PS4,Ubisoft,N/A,0.04,2015-04-01
Assassin's Creed Chronicles: China,PC,Ubisoft,N/A,0.00,2015-04-01
Assassin's Creed: Rogue,PC,Ubisoft Sofia,N/A,0.10,2015-03-10
Lords of the Fallen,PS4,DECK13 Interactive,N/A,0.55,2014-10-28
The Mighty Quest for Epic Loot,PC,Unknown,N/A,0.01,2015-02-05
Rabbids Invasion: The Interactive TV Show,XOne,Ubisoft Paris,N/A,0.01,2015-01-01
Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft Paris,N/A,0.02,2015-01-01
Rabbids Invasion: The Interactive TV Show,X360,Ubisoft Paris,N/A,0.00,2015-01-01
Trials Fusion,PC,Unknown,N/A,0.03,2015-01-01
Trials Fusion,PS4,Unknown,N/A,0.43,2014-04-16
Trials Fusion,XOne,RedLynx,N/A,0.25,2015-01-01
The Crew,PC,Ubisoft Reflections,N/A,0.15,2014-12-02
The Crew,XOne,Ubisoft Reflections,N/A,0.71,2014-12-02
The Crew,PS4,Ubisoft Reflections,N/A,1.78,2014-12-02
The Crew,X360,Ubisoft Reflections,N/A,0.23,2014-12-02
Watch Dogs,WiiU,Ubisoft Montreal,N/A,0.13,2014-11-18
Far Cry 4,PS4,Ubisoft Montreal,8.4,4.06,2014-11-18
Far Cry 4,PS3,Ubisoft Montreal,N/A,1.26,2014-11-18
Far Cry 4,PC,Ubisoft Montreal,8.5,0.64,2014-11-18
Far Cry 4,X360,Ubisoft Montreal,N/A,0.90,2014-11-18
Far Cry 4,XOne,Ubisoft Montreal,8.5,1.68,2014-11-18
Tetris Ultimate,3DS,Ubisoft Montreal,N/A,0.01,2014-11-11
Assassin's Creed: Rogue,X360,Ubisoft Sofia,N/A,1.02,2014-11-11
Assassin's Creed: Rogue,PS3,Ubisoft Sofia,N/A,1.30,2014-11-11
Assassin's Creed: Unity,PC,Ubisoft Montreal,N/A,0.56,2014-11-11
Assassin's Creed: Unity,PS4,Ubisoft Montreal,N/A,4.12,2014-11-11
Assassin's Creed: Unity,XOne,Ubisoft Montreal,N/A,3.58,2014-11-11
Shape Up,XOne,Ubisoft Montreal,N/A,0.18,2014-11-11
Rocksmith 2014,XOne,Ubisoft San Francisco,9.0,0.43,2016-10-04
Rocksmith 2014,PS4,Ubisoft San Francisco,N/A,0.67,2016-10-04
Just Dance 2015,Wii,Ubisoft Paris,N/A,2.09,2014-10-21
Just Dance 2015,PS3,Ubisoft Paris,N/A,0.28,2014-10-21
Just Dance 2015,XOne,Ubisoft Paris,8.1,0.54,2014-10-21
Just Dance 2015,X360,Ubisoft Paris,N/A,0.61,2014-10-21
Just Dance 2015,PS4,Ubisoft Paris,N/A,0.41,2014-10-21
Just Dance 2015,Wii,Ubisoft Paris,N/A,2.09,2014-10-21
Rayman Legends,PSV,Ubisoft Montpellier,N/A,0.16,2013-09-03
Child of Light,PSV,Ubisoft Montreal,N/A,0.08,2014-07-01
Watch Dogs,PS4,Ubisoft Montreal,N/A,4.32,2014-05-27
Watch Dogs,PS3,Ubisoft Montreal,N/A,1.83,2014-05-27
Watch Dogs,PC,Ubisoft Montreal,N/A,0.49,2014-05-27
Watch Dogs,XOne,Ubisoft Montreal,N/A,1.64,2014-05-27
Watch Dogs,X360,Ubisoft Montreal,N/A,1.29,2014-05-27
Child of Light,PC,Unknown,N/A,0.01,2014-04-30
Child of Light,PS4,Unknown,N/A,0.05,2014-04-30
Might & Magic X: Legacy,PC,Unknown,N/A,0.04,2014-04-01
South Park: The Stick of Truth,X360,Obsidian Entertainment,N/A,0.96,2014-03-04
South Park: The Stick of Truth,PC,Obsidian Entertainment,N/A,0.19,2014-03-04
South Park: The Stick of Truth,PS3,Obsidian Entertainment,N/A,0.97,2014-03-04
Rayman Legends,PS4,Ubisoft Montpellier,N/A,1.50,2014-02-18
Rayman Legends,XOne,Ubisoft Montpellier,N/A,0.38,2014-02-18
Tom Clancy's Rainbow Six: Patriots,PS3,Ubisoft,N/A,0.00,2014-01-01
Tom Clancy's Rainbow Six: Patriots,X360,Ubisoft,N/A,0.00,2014-01-01
Assassin's Creed IV: Black Flag,PS4,Ubisoft Montreal,8.3,3.19,2013-11-15
Just Dance 2014,PS4,Ubisoft Paris,7.5,0.47,2013-11-15
Assassin's Creed IV: Black Flag,WiiU,Ubisoft Montreal,8.5,0.29,2013-10-29
Assassin's Creed IV: Black Flag,PC,Ubisoft Montreal,8.5,0.63,2013-11-19
Assassin's Creed IV: Black Flag,XOne,Ubisoft Montreal,8.3,2.32,2013-11-22
Fighter Within,XOne,Daoka,N/A,0.17,2013-11-19
Just Dance 2014,XOne,Ubisoft Paris,N/A,0.48,2013-11-22
Assassin's Creed IV: Black Flag,PS3,Ubisoft Montreal,8.7,3.94,2013-10-29
Assassin's Creed IV: Black Flag,X360,Ubisoft Montreal,8.5,3.34,2013-10-29
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,Unknown,N/A,0.12,2013-10-22
Rocksmith 2014,PC,Ubisoft San Francisco,9.0,0.70,2016-10-04
Rocksmith 2014,PS3,Ubisoft San Francisco,9.1,1.04,2013-10-22
Rocksmith 2014,X360,Ubisoft San Francisco,8.4,0.98,2013-10-22
Just Dance 2014,WiiU,Ubisoft Paris,7.5,0.64,2013-10-08
Just Dance 2014,X360,Ubisoft Paris,7.6,1.02,2013-10-08
Just Dance 2014,PS3,Ubisoft Paris,7.8,0.39,2013-10-08
Just Dance 2014,Wii,Ubisoft Paris,7.4,3.89,2013-10-08
Rayman Legends,PC,Ubisoft Montpellier,N/A,0.00,2013-09-03
Rayman Legends,WiiU,Ubisoft Montpellier,9.5,0.68,2013-09-03
Rayman Legends,X360,Ubisoft Montpellier,N/A,0.46,2013-09-03
Rayman Legends,PS3,Ubisoft Montpellier,N/A,0.60,2013-09-03
Tom Clancy's Splinter Cell: Blacklist,X360,Ubisoft Toronto,8.4,1.00,2013-08-20
Tom Clancy's Splinter Cell: Blacklist,PS3,Ubisoft Toronto,8.3,0.98,2013-08-20
Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft Shanghai,9.2,0.13,2013-08-20
Tom Clancy's Splinter Cell: Blacklist,PC,Ubisoft Toronto,8.9,0.21,2013-08-20
The Smurfs 2,WiiU,Way Forward,N/A,0.10,2013-07-23
The Smurfs 2,X360,Way Forward,N/A,0.12,2013-07-23
The Smurfs 2,DS,Way Forward,N/A,0.19,2013-07-23
The Smurfs 2,Wii,Way Forward,N/A,0.10,2013-07-23
The Smurfs 2,PS3,Way Forward,N/A,0.09,2013-07-23
Sniper Elite V2,WiiU,Rebellion Developments,7.0,0.02,2013-05-21
Risen 2: Dark Waters,PS3,Piranha Bytes,5.5,0.23,2012-07-31
Marvel Avengers: Battle for Earth,WiiU,Ubisoft Quebec,N/A,0.12,2012-12-04
Assassin's Creed III,WiiU,Ubisoft Montreal,7.7,0.36,2012-11-18
ESPN: Sports Connection,WiiU,Ubisoft Barcelona,3.0,0.36,2012-11-18
Far Cry 3,PS3,Ubisoft Montreal,N/A,3.27,2012-12-04
Far Cry 3,X360,Ubisoft Montreal,N/A,2.98,2012-12-04
Far Cry 3,PC,Ubisoft Montreal,N/A,0.92,2012-12-04
Just Dance 4,WiiU,Ubisoft,N/A,0.38,2012-11-18
Rabbids Land,WiiU,Ubisoft Paris,6.1,0.03,2012-11-18
Your Shape: Fitness Evolved 2013,WiiU,Unknown,N/A,0.15,2012-11-18
ZombiU,WiiU,Ubisoft Montpellier,6.9,0.84,2012-11-18
Assassin's Creed III,PC,Ubisoft Montreal,8.6,0.89,2012-11-20
The Hip Hop Dance Experience,Wii,Unknown,N/A,0.00,2012-11-13
Marvel Avengers: Battle for Earth,X360,Unknown,N/A,0.02,2012-10-30
Assassin's Creed III: Liberation,PSV,Ubisoft,N/A,1.48,2012-10-30
Assassin's Creed III,PS3,Ubisoft Montreal,8.8,6.50,2012-10-30
Assassin's Creed III,X360,Ubisoft Montreal,N/A,5.31,2012-10-30
Just Dance: Disney Party,Wii,Land Ho!,N/A,0.14,2012-10-23
Just Dance: Disney Party,X360,Land Ho!,N/A,0.16,2012-10-23
Just Dance 4,PS3,Ubisoft,N/A,0.45,2012-10-09
Just Dance 4,X360,Ubisoft,N/A,1.21,2012-10-09
Just Dance 4,Wii,Ubisoft,N/A,6.89,2012-10-09
Brothers in Arms: Furious 4,PS3,Gearbox Software,N/A,0.07,2012-09-30
Brothers in Arms: Furious 4,X360,Gearbox Software,N/A,0.01,2012-09-30
Sniper Elite V2,PS3,Rebellion Developments,7.4,0.98,2012-05-02
Sniper Elite V2,X360,Rebellion Developments,7.0,0.84,2012-05-01
Tom Clancy's Ghost Recon: Future Soldier,PC,Ubisoft Paris,N/A,0.17,2012-05-22
Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft Paris,N/A,1.48,2012-05-22
Tom Clancy's Ghost Recon: Future Soldier,PS3,Ubisoft Paris,N/A,0.96,2012-05-22
Rocksmith,PC,Ubisoft,N/A,0.12,2012-05-13
Just Dance: Greatest Hits,Wii,Ubisoft Paris,N/A,0.20,2012-07-26
Rayman Origins,PC,UBIart Montpellier,N/A,0.07,2012-03-29
Funky Barn 3D,3DS,Unknown,N/A,0.12,2012-04-03
Horses 3D,3DS,Ubisoft,N/A,0.04,2012-03-27
Rayman Origins,3DS,Ubisoft,N/A,0.15,2012-12-06
Asphalt: Injection,PSV,Ubisoft,N/A,0.26,2012-02-14
Lumines: Electronic Symphony,PSV,Q Entertainment,N/A,0.24,2012-02-14
Rayman Origins,PSV,UBIart Montpellier,N/A,0.59,2012-02-14
Michael Jackson The Experience HD,PSV,Longtail Studios,N/A,0.10,2012-02-14
Just Dance 3,PS3,Ubisoft Paris,N/A,0.63,2011-12-06
The Adventures of Tintin: The Game,PS3,Ubisoft,N/A,0.26,2011-12-06
The Adventures of Tintin: The Game,X360,Ubisoft,5.0,0.24,2011-12-06
The Adventures of Tintin: The Game,Wii,Ubisoft,N/A,0.33,2011-12-06
The Adventures of Tintin: The Game,3DS,Ubisoft Montpellier,N/A,0.16,2011-12-06
The Adventures of Tintin: The Game,PC,Ubisoft,N/A,0.01,2011-12-06
Assassin's Creed: Revelations,PC,Ubisoft Montreal,N/A,0.76,2011-11-29
ABBA: You Can Dance,Wii,Ubisoft,N/A,0.77,2011-11-15
James Noir's Hollywood Crimes,3DS,Ubisoft,N/A,0.16,2011-11-01
Hole in the Wall: Deluxe Edition,X360,Ubisoft,N/A,0.11,2011-11-20
Anno 2070,PC,Blue Byte Studio,8.7,1.40,2011-11-17
Assassin's Creed: Revelations,X360,Ubisoft Montreal,7.9,4.22,2011-11-15
Assassin's Creed: Revelations,PS3,Ubisoft Montreal,8.8,4.23,2011-11-15
Rayman Origins,Wii,Ubisoft,9.5,0.55,2011-11-15
Rayman Origins,X360,Ubisoft,9.0,0.78,2011-11-15
Rayman Origins,PS3,Ubisoft,8.5,1.00,2011-11-15
The Price is Right: Decades,X360,Ludia Inc.,N/A,0.12,2011-11-15
Puppies 3D,3DS,Ubisoft,N/A,0.13,2011-11-08
The Black Eyed Peas Experience,Wii,Ubisoft,N/A,0.62,2011-11-08
The Black Eyed Peas Experience,X360,Ubisoft,N/A,0.32,2011-11-08
Michael Jackson: The Experience 3D,3DS,Longtail Studios,N/A,0.17,2011-11-08
Rabbids: Alive & Kicking,X360,Ubisoft,N/A,0.29,2011-11-08
Self-Defense Training Camp,X360,Ubisoft,N/A,0.12,2011-11-08
Your Shape: Fitness Evolved 2012,X360,Ubisoft Montreal,N/A,1.16,2011-11-08
MotionSports: Adrenaline,X360,Ubisoft Vancouver,N/A,0.27,2011-11-01
MotionSports: Adrenaline,PS3,Ubisoft Vancouver,N/A,0.16,2011-11-01
Who Wants to Be A Millionaire?,X360,Ubisoft,N/A,0.10,2011-11-01
NCIS,PS3,Ubisoft,N/A,0.12,2011-11-01
NCIS,PC,Ubisoft,N/A,0.04,2011-11-01
NCIS,X360,Ubisoft,N/A,0.14,2011-11-01
NCIS,Wii,Ubisoft,N/A,0.13,2011-11-01
NCIS 3D,3DS,Ubisoft,N/A,0.11,2012-08-14
Just Dance Kids 2,Wii,Ubisoft,N/A,0.27,2011-10-25
Just Dance Kids 2,PS3,Ubisoft,N/A,0.24,2011-10-25
Just Dance Kids 2,X360,Ubisoft,N/A,0.41,2011-10-25
Zoo Resort 3D,3DS,AQ Interactive,N/A,0.26,2011-10-25
Family Feud: 2012 Edition,Wii,Ubisoft,N/A,0.19,2011-10-18
Family Feud: 2012 Edition,X360,Ubisoft,N/A,0.11,2011-10-18
Petz Puppyz & Kittenz,DS,Ubisoft,N/A,0.12,2011-10-18
PowerUp Heroes,X360,Ubisoft,4.0,0.30,2011-10-18
Rocksmith,PS3,Ubisoft,8.0,1.13,2011-10-18
Rocksmith,X360,Ubisoft,8.0,1.13,2011-10-18
The Price is Right: Decades,Wii,Ludia Inc.,N/A,0.12,2011-10-18
WRC 2: FIA World Rally Championship,X360,Milestone S.r.l,5.8,0.07,2011-10-14
WRC 2: FIA World Rally Championship,PC,Milestone S.r.l,N/A,0.02,2011-10-14
WRC 2: FIA World Rally Championship,PS3,Milestone S.r.l,N/A,0.16,2011-10-14
Might & Magic Heroes VI,PC,Black Hole Games,7.4,0.35,2011-10-13
Imagine: Fashion Designer,3DS,Ubisoft Sofia,N/A,0.15,2011-10-11
Just Dance 3,Wii,Ubisoft Paris,7.5,10.14,2011-10-07
Just Dance 3,X360,Ubisoft Paris,5.5,2.02,2011-10-07
Child of Eden,PS3,Q Entertainment,7.7,0.22,2011-09-27
Driver: San Francisco,PC,Ubisoft Reflections,8.3,0.19,2011-09-27
Tom Clancy's Splinter Cell Trilogy,PS3,Ubisoft,6.5,0.11,2011-09-27
Call of Juarez: The Cartel,PC,Techland,4.5,0.12,2011-09-13
Puzzler Mind Gym 3D,3DS,Ubisoft,N/A,0.08,2011-09-13
Driver: San Francisco,X360,Ubisoft Reflections,8.1,0.70,2011-09-06
Driver: San Francisco,Wii,Ubisoft Reflections,7.0,0.17,2011-09-06
Driver: San Francisco,PS3,Ubisoft Reflections,8.2,0.95,2011-09-06
Driver: Renegade,3DS,Ubisoft,N/A,0.09,2011-09-06
From Dust,PC,Ubisoft Montpellier,8.2,0.00,2011-08-17
Sniper: Ghost Warrior,PS3,City Interactive,4.5,0.83,2011-06-28
Call of Juarez: The Cartel,PS3,Techland,5.4,0.29,2011-07-19
Call of Juarez: The Cartel,X360,Techland,5.2,0.27,2011-07-19
Just Dance: Summer Party,Wii,Ubisoft Paris,N/A,0.42,2011-07-19
The Smurfs,DS,Ubisoft,N/A,0.41,2011-07-19
The Smurfs: Dance Party,Wii,Ubisoft,N/A,0.30,2011-07-19
Just Dance 2: Extra Songs,Wii,Ubisoft Paris,N/A,0.20,2011-07-15
Petz Fantasy 3D,3DS,Ubisoft,N/A,0.07,2011-06-21
Tom Clancy's Splinter Cell Classic Trilogy HD,PSN,Ubisoft,N/A,0.02,2011-06-21
Child of Eden,X360,Q Entertainment,8.3,0.44,2011-06-14
Cubic Ninja,3DS,AQ Interactive,5.5,0.10,2011-06-14
Michael Jackson: The Experience,PS3,Ubisoft Montreal,N/A,0.53,2011-04-12
Michael Jackson: The Experience,X360,Ubisoft Montreal,5.6,0.87,2011-04-12
IL-2 Sturmovik: Cliffs of Dover,PC,1C: Maddox Games,5.0,0.05,2011-04-26
Rayman 3D,3DS,Ubisoft,6.3,0.64,2011-03-22
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,7.9,0.34,2011-03-22
Raving Rabbids: Travel in Time 3D,3DS,Ubisoft Paris,5.8,0.38,2011-04-10
Asphalt 3D,3DS,Konami,4.0,0.49,2011-03-22
Assassin's Creed: Brotherhood,PC,Ubisoft Montreal,8.7,0.59,2011-03-22
Combat of Giants: Dinosaurs 3D,3DS,Ubisoft,4.3,0.39,2011-03-22
My Fitness Coach: Club,PS3,Ubisoft,N/A,0.13,2011-03-18
My Fitness Coach: Club,Wii,Ubisoft,N/A,0.05,2011-03-18
Tom Clancy's Splinter Cell 3D,3DS,Gameloft,8.0,0.30,2011-04-10
Dance on Broadway,PS3,Longtail Studios,N/A,0.09,2011-03-15
Fit in Six,PS3,Blue Byte Studio,N/A,0.13,2011-03-15
Fit in Six,Wii,Blue Byte Studio,N/A,0.11,2011-03-15
Petz Bunnyz Bunch,DS,Ubisoft,N/A,0.05,2011-03-08
"The $1,000,000 Pyramid",Wii,Ubisoft,N/A,0.08,2011-03-08
Two Worlds II,PS3,Reality Pump,6.5,0.47,2011-01-25
Two Worlds II,X360,Reality Pump,6.5,0.54,2011-01-25
We Dare: Flirty Fun For All,Wii,Ubisoft Milan,N/A,0.00,2011-02-11
CSI: Unsolved!,DS,Other Ocean Interactive,N/A,0.20,2010-11-23
Michael Jackson: The Experience,PSP,Ubisoft Montreal,N/A,0.16,2010-11-23
Michael Jackson: The Experience,Wii,Ubisoft Montpellier,5.6,4.37,2010-11-23
Michael Jackson: The Experience,DS,Longtail Studios,N/A,0.25,2010-11-23
Raving Rabbids: Travel in Time,Wii,Ubisoft Paris,N/A,0.75,2010-11-21
Prince of Persia Trilogy,PS3,Ubisoft,8.3,0.51,2011-04-19
Take A Break's: Puzzle Bonanza,DS,Ubisoft,N/A,0.01,2010-11-19
Assassin's Creed: Brotherhood,X360,Ubisoft Montreal,9.1,3.53,2010-11-16
Assassin's Creed: Brotherhood,PS3,Ubisoft Montreal,9.1,2.85,2010-11-16
Tom Clancy's Ghost Recon,Wii,Ubisoft Paris,N/A,0.12,2010-11-16
Tom Clancy's Ghost Recon: Predator,PSP,Ubisoft,N/A,0.10,2010-11-16
Tom Clancy's HAWX 2,PC,Ubisoft Bucharest,N/A,0.05,2010-11-11
Battle of Giants: Dinosaurs Strike,Wii,Ubisoft Quebec City,N/A,0.19,2010-11-09
Family Feud Decades,Wii,Ludia Inc.,N/A,0.16,2010-11-09
Just Dance Kids,Wii,Ubisoft Paris,N/A,2.25,2010-11-09
Tom Clancy's HAWX 2,Wii,Ubisoft Bucharest,N/A,0.10,2010-11-09
Fighters Uncaged,X360,AMA Studios,3.2,0.60,2010-11-04
MotionSports,X360,Ubisoft Milan,4.1,0.69,2010-11-04
Your Shape: Fitness Evolved    Read the review,X360,Ubisoft Montreal,7.0,1.32,2010-11-04
Imagine: Fashion Stylist,DS,Magic Pockets,N/A,0.14,2010-11-02
CSI: Fatal Conspiracy,PC,Telltale Games,N/A,0.04,2010-10-26
CSI: Fatal Conspiracy,PS3,Telltale Games,N/A,0.19,2010-10-26
CSI: Fatal Conspiracy,Wii,Telltale Games,N/A,0.22,2010-10-26
CSI: Fatal Conspiracy,X360,Telltale Games,N/A,0.17,2010-10-26
Imagine: Resort Owner,DS,Ubisoft,N/A,0.06,2010-10-26
Petz: Catz Playground,DS,Ubisoft Nagoya,N/A,0.03,2010-10-26
